Case 0: 738	 0.000000 0.737994 0.262010 0.000000 0.737994 1.000000 1.000000 0.262010
Case 0: 739	 0.000000 0.738994 0.261010 0.000000 0.738994 1.000000 1.000000 0.261010
Case 0: 740	 0.000000 0.739994 0.260010 0.000000 0.739994 1.000000 1.000000 0.260010
Case 0: 741	 0.000000 0.740994 0.259010 0.000000 0.740994 1.000000 1.000000 0.259010
Case 0: 742	 0.000000 0.741994 0.258010 0.000000 0.741994 1.000000 1.000000 0.258010
Case 0: 743	 0.000000 0.742994 0.257010 0.000000 0.742994 1.000000 1.000000 0.257010
Case 0: 744	 0.000000 0.743994 0.256010 0.000000 0.743994 1.000000 1.000000 0.256010
Case 0: 745	 0.000000 0.744994 0.255010 0.000000 0.744994 1.000000 1.000000 0.255010
Case 0: 746	 0.000000 0.745994 0.254010 0.000000 0.745994 1.000000 1.000000 0.254010
Case 0: 747	 0.000000 0.746994 0.253010 0.000000 0.746994 1.000000 1.000000 0.253010
Case 0: 748	 0.000000 0.747994 0.252010 0.000000 0.747994 1.000000 1.000000 0.252010
Case 0: 749	 0.000000 0.748994 0.251010 0.000000 0.748994 1.000000 1.000000 0.251010
Case 0: 750	 0.000000 0.749994 0.250010 0.000000 0.749994 1.000000 1.000000 0.250010
Case 0: 751	 0.000000 0.750994 0.249010 0.000000 0.750994 1.000000 1.000000 0.249010
Case 0: 752	 0.000000 0.751994 0.248010 0.000000 0.751994 1.000000 1.000000 0.248010
Case 0: 753	 0.000000 0.752994 0.247010 0.000000 0.752994 1.000000 1.000000 0.247010
Case 0: 754	 0.000000 0.753994 0.246010 0.000000 0.753994 1.000000 1.000000 0.246010
Case 0: 755	 0.000000 0.754994 0.245010 0.000000 0.754994 1.000000 1.000000 0.245010
Case 0: 756	 0.000000 0.755994 0.244010 0.000000 0.755994 1.000000 1.000000 0.244010
Case 0: 757	 0.000000 0.756994 0.243010 0.000000 0.756994 1.000000 1.000000 0.243010
Case 0: 758	 0.000000 0.757994 0.242010 0.000000 0.757994 1.000000 1.000000 0.242010
Case 0: 759	 0.000000 0.758994 0.241010 0.000000 0.758994 1.000000 1.000000 0.241010
Case 0: 760	 0.000000 0.759994 0.240010 0.000000 0.759994 1.000000 1.000000 0.240010
Case 0: 761	 0.000000 0.760994 0.239010 0.000000 0.760994 1.000000 1.000000 0.239010
Case 0: 762	 0.000000 0.761994 0.238010 0.000000 0.761994 1.000000 1.000000 0.238010
Case 0: 763	 0.000000 0.762994 0.237010 0.000000 0.762994 1.000000 1.000000 0.237010
Case 0: 764	 0.000000 0.763994 0.236010 0.000000 0.763994 1.000000 1.000000 0.236010
Case 0: 765	 0.000000 0.764994 0.235010 0.000000 0.764994 1.000000 1.000000 0.235010
Case 0: 766	 0.000000 0.765994 0.234010 0.000000 0.765994 1.000000 1.000000 0.234010
Case 0: 767	 0.000000 0.766994 0.233010 0.000000 0.766994 1.000000 1.000000 0.233010
Case 0: 768	 0.000000 0.767994 0.232010 0.000000 0.767994 1.000000 1.000000 0.232010
Case 0: 769	 0.000000 0.768994 0.231010 0.000000 0.768994 1.000000 1.000000 0.231010
Case 0: 770	 0.000000 0.769994 0.230010 0.000000 0.769994 1.000000 1.000000 0.230010
Case 0: 771	 0.000000 0.770994 0.229010 0.000000 0.770994 1.000000 1.000000 0.229010
Case 0: 772	 0.000000 0.771994 0.228010 0.000000 0.771994 1.000000 1.000000 0.228010
Case 0: 773	 0.000000 0.772994 0.227010 0.000000 0.772994 1.000000 1.000000 0.227010
Case 0: 774	 0.000000 0.773994 0.226010 0.000000 0.773994 1.000000 1.000000 0.226010
Case 0: 775	 0.000000 0.774994 0.225010 0.000000 0.774994 1.000000 1.000000 0.225010
Case 0: 776	 0.000000 0.775994 0.224010 0.000000 0.775994 1.000000 1.000000 0.224010
Case 0: 777	 0.000000 0.776994 0.223010 0.000000 0.776994 1.000000 1.000000 0.223010
Case 0: 778	 0.000000 0.777994 0.222010 0.000000 0.777994 1.000000 1.000000 0.222010
Case 0: 779	 0.000000 0.778994 0.221010 0.000000 0.778994 1.000000 1.000000 0.221010
Case 0: 780	 0.000000 0.779994 0.220010 0.000000 0.779994 1.000000 1.000000 0.220010
Case 0: 781	 0.000000 0.780994 0.219010 0.000000 0.780994 1.000000 1.000000 0.219010
Case 0: 782	 0.000000 0.781994 0.218010 0.000000 0.781994 1.000000 1.000000 0.218010
Case 0: 783	 0.000000 0.782993 0.217010 0.000000 0.782993 1.000000 1.000000 0.217010
Case 0: 784	 0.000000 0.783993 0.216010 0.000000 0.783993 1.000000 1.000000 0.216010
Case 0: 785	 0.000000 0.784993 0.215010 0.000000 0.784993 1.000000 1.000000 0.215010
Case 0: 786	 0.000000 0.785993 0.214010 0.000000 0.785993 1.000000 1.000000 0.214010
Case 0: 787	 0.000000 0.786993 0.213010 0.000000 0.786993 1.000000 1.000000 0.213010
Case 0: 788	 0.000000 0.787993 0.212010 0.000000 0.787993 1.000000 1.000000 0.212010
Case 0: 789	 0.000000 0.788993 0.211010 0.000000 0.788993 1.000000 1.000000 0.211010
Case 0: 790	 0.000000 0.789993 0.210010 0.000000 0.789993 1.000000 1.000000 0.210010
Case 0: 791	 0.000000 0.790993 0.209010 0.000000 0.790993 1.000000 1.000000 0.209010
Case 0: 792	 0.000000 0.791993 0.208010 0.000000 0.791993 1.000000 1.000000 0.208010
Case 0: 793	 0.000000 0.792993 0.207010 0.000000 0.792993 1.000000 1.000000 0.207010
Case 0: 794	 0.000000 0.793993 0.206010 0.000000 0.793993 1.000000 1.000000 0.206010
Case 0: 795	 0.000000 0.794993 0.205010 0.000000 0.794993 1.000000 1.000000 0.205010
Case 0: 796	 0.000000 0.795993 0.204010 0.000000 0.795993 1.000000 1.000000 0.204010
Case 0: 797	 0.000000 0.796993 0.203010 0.000000 0.796993 1.000000 1.000000 0.203010
Case 0: 798	 0.000000 0.797993 0.202010 0.000000 0.797993 1.000000 1.000000 0.202010
Case 0: 799	 0.000000 0.798993 0.201010 0.000000 0.798993 1.000000 1.000000 0.201010
Case 0: 800	 0.000000 0.799993 0.200010 0.000000 0.799993 1.000000 1.000000 0.200010
Case 0: 801	 0.000000 0.800993 0.199010 0.000000 0.800993 1.000000 1.000000 0.199010
Case 0: 802	 0.000000 0.801993 0.198010 0.000000 0.801993 1.000000 1.000000 0.198010
Case 0: 803	 0.000000 0.802993 0.197010 0.000000 0.802993 1.000000 1.000000 0.197010
Case 0: 804	 0.000000 0.803993 0.196010 0.000000 0.803993 1.000000 1.000000 0.196010
Case 0: 805	 0.000000 0.804993 0.195010 0.000000 0.804993 1.000000 1.000000 0.195010
Case 0: 806	 0.000000 0.805993 0.194010 0.000000 0.805993 1.000000 1.000000 0.194010
Case 0: 807	 0.000000 0.806993 0.193010 0.000000 0.806993 1.000000 1.000000 0.193010
Case 0: 808	 0.000000 0.807993 0.192010 0.000000 0.807993 1.000000 1.000000 0.192010
Case 0: 809	 0.000000 0.808993 0.191010 0.000000 0.808993 1.000000 1.000000 0.191010
Case 0: 810	 0.000000 0.809993 0.190010 0.000000 0.809993 1.000000 1.000000 0.190010
Case 0: 811	 0.000000 0.810993 0.189010 0.000000 0.810993 1.000000 1.000000 0.189010
Case 0: 812	 0.000000 0.811993 0.188010 0.000000 0.811993 1.000000 1.000000 0.188010
Case 0: 813	 0.000000 0.812993 0.187010 0.000000 0.812993 1.000000 1.000000 0.187010
Case 0: 814	 0.000000 0.813993 0.186010 0.000000 0.813993 1.000000 1.000000 0.186010
Case 0: 815	 0.000000 0.814993 0.185010 0.000000 0.814993 1.000000 1.000000 0.185010
Case 0: 816	 0.000000 0.815993 0.184010 0.000000 0.815993 1.000000 1.000000 0.184010
Case 0: 817	 0.000000 0.816993 0.183010 0.000000 0.816993 1.000000 1.000000 0.183010
Case 0: 818	 0.000000 0.817993 0.182010 0.000000 0.817993 1.000000 1.000000 0.182010
Case 0: 819	 0.000000 0.818993 0.181010 0.000000 0.818993 1.000000 1.000000 0.181010
Case 0: 820	 0.000000 0.819993 0.180010 0.000000 0.819993 1.000000 1.000000 0.180010
Case 0: 821	 0.000000 0.820993 0.179010 0.000000 0.820993 1.000000 1.000000 0.179010
Case 0: 822	 0.000000 0.821993 0.178010 0.000000 0.821993 1.000000 1.000000 0.178010
Case 0: 823	 0.000000 0.822993 0.177010 0.000000 0.822993 1.000000 1.000000 0.177010
Case 0: 824	 0.000000 0.823993 0.176010 0.000000 0.823993 1.000000 1.000000 0.176010
Case 0: 825	 0.000000 0.824993 0.175010 0.000000 0.824993 1.000000 1.000000 0.175010
Case 0: 826	 0.000000 0.825993 0.174010 0.000000 0.825993 1.000000 1.000000 0.174010
Case 0: 827	 0.000000 0.826993 0.173009 0.000000 0.826993 1.000000 1.000000 0.173009
Case 0: 828	 0.000000 0.827993 0.172009 0.000000 0.827993 1.000000 1.000000 0.172009
Case 0: 829	 0.000000 0.828993 0.171009 0.000000 0.828993 1.000000 1.000000 0.171009
Case 0: 830	 0.000000 0.829993 0.170009 0.000000 0.829993 1.000000 1.000000 0.170009
Case 0: 831	 0.000000 0.830993 0.169009 0.000000 0.830993 1.000000 1.000000 0.169009
Case 0: 832	 0.000000 0.831993 0.168009 0.000000 0.831993 1.000000 1.000000 0.168009
Case 0: 833	 0.000000 0.832993 0.167009 0.000000 0.832993 1.000000 1.000000 0.167009
Case 0: 834	 0.000000 0.833993 0.166009 0.000000 0.833993 1.000000 1.000000 0.166009
Case 0: 835	 0.000000 0.834993 0.165009 0.000000 0.834993 1.000000 1.000000 0.165009
Case 0: 836	 0.000000 0.835993 0.164009 0.000000 0.835993 1.000000 1.000000 0.164009
Case 0: 837	 0.000000 0.836993 0.163009 0.000000 0.836993 1.000000 1.000000 0.163009
Case 0: 838	 0.000000 0.837993 0.162009 0.000000 0.837993 1.000000 1.000000 0.162009
Case 0: 839	 0.000000 0.838993 0.161009 0.000000 0.838993 1.000000 1.000000 0.161009
Case 0: 840	 0.000000 0.839993 0.160009 0.000000 0.839993 1.000000 1.000000 0.160009
Case 0: 841	 0.000000 0.840993 0.159009 0.000000 0.840993 1.000000 1.000000 0.159009
Case 0: 842	 0.000000 0.841993 0.158009 0.000000 0.841993 1.000000 1.000000 0.158009
Case 0: 843	 0.000000 0.842993 0.157009 0.000000 0.842993 1.000000 1.000000 0.157009
Case 0: 844	 0.000000 0.843993 0.156009 0.000000 0.843993 1.000000 1.000000 0.156009
Case 0: 845	 0.000000 0.844993 0.155009 0.000000 0.844993 1.000000 1.000000 0.155009
Case 0: 846	 0.000000 0.845993 0.154009 0.000000 0.845993 1.000000 1.000000 0.154009
Case 0: 847	 0.000000 0.846993 0.153009 0.000000 0.846993 1.000000 1.000000 0.153009
Case 0: 848	 0.000000 0.847993 0.152009 0.000000 0.847993 1.000000 1.000000 0.152009
Case 0: 849	 0.000000 0.848993 0.151009 0.000000 0.848993 1.000000 1.000000 0.151009
Case 0: 850	 0.000000 0.849993 0.150009 0.000000 0.849993 1.000000 1.000000 0.150009
Case 0: 851	 0.000000 0.850993 0.149009 0.000000 0.850993 1.000000 1.000000 0.149009
Case 0: 852	 0.000000 0.851993 0.148009 0.000000 0.851993 1.000000 1.000000 0.148009
Case 0: 853	 0.000000 0.852993 0.147009 0.000000 0.852993 1.000000 1.000000 0.147009
Case 0: 854	 0.000000 0.853993 0.146009 0.000000 0.853993 1.000000 1.000000 0.146009
Case 0: 855	 0.000000 0.854993 0.145009 0.000000 0.854993 1.000000 1.000000 0.145009
Case 0: 856	 0.000000 0.855993 0.144009 0.000000 0.855993 1.000000 1.000000 0.144009
Case 0: 857	 0.000000 0.856993 0.143009 0.000000 0.856993 1.000000 1.000000 0.143009
Case 0: 858	 0.000000 0.857993 0.142009 0.000000 0.857993 1.000000 1.000000 0.142009
Case 0: 859	 0.000000 0.858993 0.141009 0.000000 0.858993 1.000000 1.000000 0.141009
Case 0: 860	 0.000000 0.859993 0.140009 0.000000 0.859993 1.000000 1.000000 0.140009
Case 0: 861	 0.000000 0.860992 0.139009 0.000000 0.860992 1.000000 1.000000 0.139009
Case 0: 862	 0.000000 0.861992 0.138009 0.000000 0.861992 1.000000 1.000000 0.138009
Case 0: 863	 0.000000 0.862992 0.137009 0.000000 0.862992 1.000000 1.000000 0.137009
Case 0: 864	 0.000000 0.863992 0.136009 0.000000 0.863992 1.000000 1.000000 0.136009
Case 0: 865	 0.000000 0.864992 0.135009 0.000000 0.864992 1.000000 1.000000 0.135009
Case 0: 866	 0.000000 0.865992 0.134009 0.000000 0.865992 1.000000 1.000000 0.134009
Case 0: 867	 0.000000 0.866992 0.133009 0.000000 0.866992 1.000000 1.000000 0.133009
Case 0: 868	 0.000000 0.867992 0.132009 0.000000 0.867992 1.000000 1.000000 0.132009
Case 0: 869	 0.000000 0.868992 0.131009 0.000000 0.868992 1.000000 1.000000 0.131009
Case 0: 870	 0.000000 0.869992 0.130009 0.000000 0.869992 1.000000 1.000000 0.130009
Case 0: 871	 0.000000 0.870992 0.129009 0.000000 0.870992 1.000000 1.000000 0.129009
Case 0: 872	 0.000000 0.871992 0.128009 0.000000 0.871992 1.000000 1.000000 0.128009
Case 0: 873	 0.000000 0.872992 0.127009 0.000000 0.872992 1.000000 1.000000 0.127009
Case 0: 874	 0.000000 0.873992 0.126009 0.000000 0.873992 1.000000 1.000000 0.126009
Case 0: 875	 0.000000 0.874992 0.125009 0.000000 0.874992 1.000000 1.000000 0.125009
Case 0: 876	 0.000000 0.875992 0.124009 0.000000 0.875992 1.000000 1.000000 0.124009
Case 0: 877	 0.000000 0.876992 0.123009 0.000000 0.876992 1.000000 1.000000 0.123009
Case 0: 878	 0.000000 0.877992 0.122009 0.000000 0.877992 1.000000 1.000000 0.122009
Case 0: 879	 0.000000 0.878992 0.121009 0.000000 0.878992 1.000000 1.000000 0.121009
Case 0: 880	 0.000000 0.879992 0.120009 0.000000 0.879992 1.000000 1.000000 0.120009
Case 0: 881	 0.000000 0.880992 0.119009 0.000000 0.880992 1.000000 1.000000 0.119009
Case 0: 882	 0.000000 0.881992 0.118009 0.000000 0.881992 1.000000 1.000000 0.118009
Case 0: 883	 0.000000 0.882992 0.117009 0.000000 0.882992 1.000000 1.000000 0.117009
Case 0: 884	 0.000000 0.883992 0.116009 0.000000 0.883992 1.000000 1.000000 0.116009
Case 0: 885	 0.000000 0.884992 0.115009 0.000000 0.884992 1.000000 1.000000 0.115009
Case 0: 886	 0.000000 0.885992 0.114009 0.000000 0.885992 1.000000 1.000000 0.114009
Case 0: 887	 0.000000 0.886992 0.113009 0.000000 0.886992 1.000000 1.000000 0.113009
Case 0: 888	 0.000000 0.887992 0.112009 0.000000 0.887992 1.000000 1.000000 0.112009
Case 0: 889	 0.000000 0.888992 0.111009 0.000000 0.888992 1.000000 1.000000 0.111009
Case 0: 890	 0.000000 0.889992 0.110009 0.000000 0.889992 1.000000 1.000000 0.110009
Case 0: 891	 0.000000 0.890992 0.109009 0.000000 0.890992 1.000000 1.000000 0.109009
Case 0: 892	 0.000000 0.891992 0.108009 0.000000 0.891992 1.000000 1.000000 0.108009
Case 0: 893	 0.000000 0.892992 0.107009 0.000000 0.892992 1.000000 1.000000 0.107009
Case 0: 894	 0.000000 0.893992 0.106009 0.000000 0.893992 1.000000 1.000000 0.106009
Case 0: 895	 0.000000 0.894992 0.105009 0.000000 0.894992 1.000000 1.000000 0.105009
Case 0: 896	 0.000000 0.895992 0.104009 0.000000 0.895992 1.000000 1.000000 0.104009
Case 0: 897	 0.000000 0.896992 0.103009 0.000000 0.896992 1.000000 1.000000 0.103009
Case 0: 898	 0.000000 0.897992 0.102009 0.000000 0.897992 1.000000 1.000000 0.102009
Case 0: 899	 0.000000 0.898992 0.101009 0.000000 0.898992 1.000000 1.000000 0.101009
Case 0: 900	 0.000000 0.899992 0.100009 0.000000 0.899992 1.000000 1.000000 0.100009
Case 1: 901	 0.001000 0.899992 0.100009 0.001000 0.899992 0.999000 0.999000 0.100009
Case 1: 902	 0.002000 0.899992 0.100009 0.002000 0.899992 0.998000 0.998000 0.100009
Case 1: 903	 0.003000 0.899992 0.100009 0.003000 0.899992 0.997000 0.997000 0.100009
Case 1: 904	 0.004000 0.899992 0.100009 0.004000 0.899992 0.996000 0.996000 0.100009
Case 1: 905	 0.005000 0.899992 0.100009 0.005000 0.899992 0.995000 0.995000 0.100009
Case 1: 906	 0.006000 0.899992 0.100009 0.006000 0.899992 0.994000 0.994000 0.100009
Case 1: 907	 0.007000 0.899992 0.100009 0.007000 0.899992 0.993000 0.993000 0.100009
Case 1: 908	 0.008000 0.899992 0.100009 0.008000 0.899992 0.992000 0.992000 0.100009
Case 1: 909	 0.009000 0.899992 0.100009 0.009000 0.899992 0.991000 0.991000 0.100009
Case 1: 910	 0.010000 0.899992 0.100009 0.010000 0.899992 0.990000 0.990000 0.100009
Case 1: 911	 0.011000 0.899992 0.100009 0.011000 0.899992 0.989000 0.989000 0.100009
Case 1: 912	 0.012000 0.899992 0.100009 0.012000 0.899992 0.988000 0.988000 0.100009
Case 1: 913	 0.013000 0.899992 0.100009 0.013000 0.899992 0.987000 0.987000 0.100009
Case 1: 914	 0.014000 0.899992 0.100009 0.014000 0.899992 0.986000 0.986000 0.100009
Case 1: 915	 0.015000 0.899992 0.100009 0.015000 0.899992 0.985000 0.985000 0.100009
Case 1: 916	 0.016000 0.899992 0.100009 0.016000 0.899992 0.984000 0.984000 0.100009
Case 1: 917	 0.017000 0.899992 0.100009 0.017000 0.899992 0.983000 0.983000 0.100009
Case 1: 918	 0.018000 0.899992 0.100009 0.018000 0.899992 0.982000 0.982000 0.100009
Case 1: 919	 0.019000 0.899992 0.100009 0.019000 0.899992 0.981000 0.981000 0.100009
Case 1: 920	 0.020000 0.899992 0.100009 0.020000 0.899992 0.980000 0.980000 0.100009
Case 1: 921	 0.021000 0.899992 0.100009 0.021000 0.899992 0.979000 0.979000 0.100009
Case 1: 922	 0.022000 0.899992 0.100009 0.022000 0.899992 0.978000 0.978000 0.100009
Case 1: 923	 0.023000 0.899992 0.100009 0.023000 0.899992 0.977000 0.977000 0.100009
Case 1: 924	 0.024000 0.899992 0.100009 0.024000 0.899992 0.976000 0.976000 0.100009
Case 1: 925	 0.025000 0.899992 0.100009 0.025000 0.899992 0.975000 0.975000 0.100009
Case 1: 926	 0.026000 0.899992 0.100009 0.026000 0.899992 0.974000 0.974000 0.100009
Case 1: 927	 0.027000 0.899992 0.100009 0.027000 0.899992 0.973000 0.973000 0.100009
Case 1: 928	 0.028000 0.899992 0.100009 0.028000 0.899992 0.972000 0.972000 0.100009
Case 1: 929	 0.029000 0.899992 0.100009 0.029000 0.899992 0.971000 0.971000 0.100009
Case 1: 930	 0.030000 0.899992 0.100009 0.030000 0.899992 0.970000 0.970000 0.100009
Case 1: 931	 0.031000 0.899992 0.100009 0.031000 0.899992 0.969000 0.969000 0.100009
Case 1: 932	 0.032000 0.899992 0.100009 0.032000 0.899992 0.968000 0.968000 0.100009
Case 1: 933	 0.033000 0.899992 0.100009 0.033000 0.899992 0.967000 0.967000 0.100009
Case 1: 934	 0.034000 0.899992 0.100009 0.034000 0.899992 0.966000 0.966000 0.100009
Case 1: 935	 0.035000 0.899992 0.100009 0.035000 0.899992 0.965000 0.965000 0.100009
Case 1: 936	 0.036000 0.899992 0.100009 0.036000 0.899992 0.964000 0.964000 0.100009
Case 1: 937	 0.037000 0.899992 0.100009 0.037000 0.899992 0.963000 0.963000 0.100009
Case 1: 938	 0.038000 0.899992 0.100009 0.038000 0.899992 0.962000 0.962000 0.100009
Case 1: 939	 0.039000 0.899992 0.100009 0.039000 0.899992 0.961001 0.961001 0.100009
Case 1: 940	 0.040000 0.899992 0.100009 0.040000 0.899992 0.960001 0.960001 0.100009
Case 1: 941	 0.041000 0.899992 0.100009 0.041000 0.899992 0.959001 0.959001 0.100009
Case 1: 942	 0.042000 0.899992 0.100009 0.042000 0.899992 0.958001 0.958001 0.100009
Case 1: 943	 0.043000 0.899992 0.100009 0.043000 0.899992 0.957001 0.957001 0.100009
Case 1: 944	 0.044000 0.899992 0.100009 0.044000 0.899992 0.956001 0.956001 0.100009
Case 1: 945	 0.045000 0.899992 0.100009 0.045000 0.899992 0.955001 0.955001 0.100009
Case 1: 946	 0.046000 0.899992 0.100009 0.046000 0.899992 0.954001 0.954001 0.100009
Case 1: 947	 0.047000 0.899992 0.100009 0.047000 0.899992 0.953001 0.953001 0.100009
Case 1: 948	 0.048000 0.899992 0.100009 0.048000 0.899992 0.952001 0.952001 0.100009
Case 1: 949	 0.049000 0.899992 0.100009 0.049000 0.899992 0.951001 0.951001 0.100009
Case 1: 950	 0.050000 0.899992 0.100009 0.050000 0.899992 0.950001 0.950001 0.100009
Case 1: 951	 0.051000 0.899992 0.100009 0.051000 0.899992 0.949001 0.949001 0.100009
Case 1: 952	 0.052000 0.899992 0.100009 0.052000 0.899992 0.948001 0.948001 0.100009
Case 1: 953	 0.053000 0.899992 0.100009 0.053000 0.899992 0.947001 0.947001 0.100009
Case 1: 954	 0.054000 0.899992 0.100009 0.054000 0.899992 0.946001 0.946001 0.100009
Case 1: 955	 0.055000 0.899992 0.100009 0.055000 0.899992 0.945001 0.945001 0.100009
Case 1: 956	 0.056000 0.899992 0.100009 0.056000 0.899992 0.944001 0.944001 0.100009
Case 1: 957	 0.057000 0.899992 0.100009 0.057000 0.899992 0.943001 0.943001 0.100009
Case 1: 958	 0.058000 0.899992 0.100009 0.058000 0.899992 0.942001 0.942001 0.100009
Case 1: 959	 0.059000 0.899992 0.100009 0.059000 0.899992 0.941001 0.941001 0.100009
Case 1: 960	 0.060000 0.899992 0.100009 0.060000 0.899992 0.940001 0.940001 0.100009
Case 1: 961	 0.061000 0.899992 0.100009 0.061000 0.899992 0.939001 0.939001 0.100009
Case 1: 962	 0.062000 0.899992 0.100009 0.062000 0.899992 0.938001 0.938001 0.100009
Case 1: 963	 0.063000 0.899992 0.100009 0.063000 0.899992 0.937001 0.937001 0.100009
Case 1: 964	 0.064000 0.899992 0.100009 0.064000 0.899992 0.936001 0.936001 0.100009
Case 1: 965	 0.065000 0.899992 0.100009 0.065000 0.899992 0.935001 0.935001 0.100009
Case 1: 966	 0.066000 0.899992 0.100009 0.066000 0.899992 0.934001 0.934001 0.100009
Case 1: 967	 0.067000 0.899992 0.100009 0.067000 0.899992 0.933001 0.933001 0.100009
Case 1: 968	 0.068000 0.899992 0.100009 0.068000 0.899992 0.932001 0.932001 0.100009
Case 1: 969	 0.069000 0.899992 0.100009 0.069000 0.899992 0.931001 0.931001 0.100009
Case 1: 970	 0.070000 0.899992 0.100009 0.070000 0.899992 0.930001 0.930001 0.100009
Case 1: 971	 0.071000 0.899992 0.100009 0.071000 0.899992 0.929001 0.929001 0.100009
Case 1: 972	 0.072000 0.899992 0.100009 0.072000 0.899992 0.928001 0.928001 0.100009
Case 1: 973	 0.073000 0.899992 0.100009 0.073000 0.899992 0.927001 0.927001 0.100009
Case 1: 974	 0.074000 0.899992 0.100009 0.074000 0.899992 0.926001 0.926001 0.100009
Case 1: 975	 0.075000 0.899992 0.100009 0.075000 0.899992 0.925001 0.925001 0.100009
Case 1: 976	 0.076000 0.899992 0.100009 0.076000 0.899992 0.924001 0.924001 0.100009
Case 1: 977	 0.077000 0.899992 0.100009 0.077000 0.899992 0.923001 0.923001 0.100009
Case 1: 978	 0.078000 0.899992 0.100009 0.078000 0.899992 0.922001 0.922001 0.100009
Case 1: 979	 0.079000 0.899992 0.100009 0.079000 0.899992 0.921001 0.921001 0.100009
Case 1: 980	 0.080000 0.899992 0.100009 0.080000 0.899992 0.920001 0.920001 0.100009
Case 1: 981	 0.081000 0.899992 0.100009 0.081000 0.899992 0.919001 0.919001 0.100009
Case 1: 982	 0.082000 0.899992 0.100009 0.082000 0.899992 0.918001 0.918001 0.100009
Case 1: 983	 0.083000 0.899992 0.100009 0.083000 0.899992 0.917001 0.917001 0.100009
Case 1: 984	 0.084000 0.899992 0.100009 0.084000 0.899992 0.916001 0.916001 0.100009
Case 1: 985	 0.085000 0.899992 0.100009 0.085000 0.899992 0.915001 0.915001 0.100009
Case 1: 986	 0.086000 0.899992 0.100009 0.086000 0.899992 0.914001 0.914001 0.100009
Case 1: 987	 0.087000 0.899992 0.100009 0.087000 0.899992 0.913001 0.913001 0.100009
Case 1: 988	 0.088000 0.899992 0.100009 0.088000 0.899992 0.912001 0.912001 0.100009
Case 1: 989	 0.089000 0.899992 0.100009 0.089000 0.899992 0.911001 0.911001 0.100009
Case 1: 990	 0.090000 0.899992 0.100009 0.090000 0.899992 0.910001 0.910001 0.100009
Case 1: 991	 0.091000 0.899992 0.100009 0.091000 0.899992 0.909001 0.909001 0.100009
Case 1: 992	 0.092000 0.899992 0.100009 0.092000 0.899992 0.908001 0.908001 0.100009
Case 1: 993	 0.093000 0.899992 0.100009 0.093000 0.899992 0.907001 0.907001 0.100009
Case 1: 994	 0.094000 0.899992 0.100009 0.094000 0.899992 0.906001 0.906001 0.100009
Case 1: 995	 0.095000 0.899992 0.100009 0.095000 0.899992 0.905001 0.905001 0.100009
Case 1: 996	 0.096000 0.899992 0.100009 0.096000 0.899992 0.904001 0.904001 0.100009
Case 1: 997	 0.097000 0.899992 0.100009 0.097000 0.899992 0.903001 0.903001 0.100009
Case 1: 998	 0.098000 0.899992 0.100009 0.098000 0.899992 0.902001 0.902001 0.100009
Case 1: 999	 0.099000 0.899992 0.100009 0.099000 0.899992 0.901001 0.901001 0.100009
Case 1: 1000	 0.100000 0.899992 0.100009 0.100000 0.899992 0.900001 0.900001 0.100009
Case 1: 1001	 0.101000 0.899992 0.100009 0.101000 0.899992 0.899001 0.899001 0.100009
Case 1: 1002	 0.102000 0.899992 0.100009 0.102000 0.899992 0.898001 0.898001 0.100009
Case 1: 1003	 0.103000 0.899992 0.100009 0.103000 0.899992 0.897001 0.897001 0.100009
Case 1: 1004	 0.104000 0.899992 0.100009 0.104000 0.899992 0.896001 0.896001 0.100009
Case 1: 1005	 0.105000 0.899992 0.100009 0.105000 0.899992 0.895001 0.895001 0.100009
Case 1: 1006	 0.106000 0.899992 0.100009 0.106000 0.899992 0.894001 0.894001 0.100009
Case 1: 1007	 0.107000 0.899992 0.100009 0.107000 0.899992 0.893001 0.893001 0.100009
Case 1: 1008	 0.108000 0.899992 0.100009 0.108000 0.899992 0.892001 0.892001 0.100009
Case 1: 1009	 0.109000 0.899992 0.100009 0.109000 0.899992 0.891001 0.891001 0.100009
Case 1: 1010	 0.110000 0.899992 0.100009 0.110000 0.899992 0.890001 0.890001 0.100009
Case 1: 1011	 0.111000 0.899992 0.100009 0.111000 0.899992 0.889001 0.889001 0.100009
Case 1: 1012	 0.112000 0.899992 0.100009 0.112000 0.899992 0.888001 0.888001 0.100009
Case 1: 1013	 0.113000 0.899992 0.100009 0.113000 0.899992 0.887001 0.887001 0.100009
Case 1: 1014	 0.114000 0.899992 0.100009 0.114000 0.899992 0.886001 0.886001 0.100009
Case 1: 1015	 0.115000 0.899992 0.100009 0.115000 0.899992 0.885001 0.885001 0.100009
Case 1: 1016	 0.116000 0.899992 0.100009 0.116000 0.899992 0.884001 0.884001 0.100009
Case 1: 1017	 0.117000 0.899992 0.100009 0.117000 0.899992 0.883002 0.883002 0.100009
Case 1: 1018	 0.118000 0.899992 0.100009 0.118000 0.899992 0.882002 0.882002 0.100009
Case 1: 1019	 0.119000 0.899992 0.100009 0.119000 0.899992 0.881002 0.881002 0.100009
Case 1: 1020	 0.120000 0.899992 0.100009 0.120000 0.899992 0.880002 0.880002 0.100009
Case 1: 1021	 0.121000 0.899992 0.100009 0.121000 0.899992 0.879002 0.879002 0.100009
Case 1: 1022	 0.122000 0.899992 0.100009 0.122000 0.899992 0.878002 0.878002 0.100009
